7.2	-39.93
13.212	-39.917
14.176	-39.904
13.496	-39.892
12.952	-39.879
12.939	-39.866
13.077	-39.853
11.941	-39.84
14.071	-39.828
17.809	-39.815
16.625	-39.802
12.652	-39.789
11.007	-39.776
13.081	-39.764
18.141	-39.751
21.53	-39.738
15.784	-39.725
14.29	-39.712
21.174	-39.7
11.271	-39.687
13.039	-39.674
18.513	-39.661
12.356	-39.648
29.727	-39.636
17.722	-39.623
23.812	-39.61
9.8172	-39.597
15.648	-39.584
16.366	-39.572
22.839	-39.559
22.616	-39.546
29.272	-39.533
19.28	-39.52
27.834	-39.508
23.835	-39.495
17.551	-39.482
31.218	-39.469
32.894	-39.456
37.652	-39.444
41.57	-39.431
42.401	-39.418
43.434	-39.405
41.09	-39.392
46.16	-39.38
57.18	-39.367
62.284	-39.354
51.011	-39.341
49.985	-39.328
51.946	-39.316
52.305	-39.303
51.507	-39.29
55.765	-39.277
46.939	-39.264
57.347	-39.252
49.846	-39.239
44.248	-39.226
49.392	-39.213
57.099	-39.2
66.215	-39.188
65.326	-39.175
58.812	-39.162
56.116	-39.149
56.765	-39.137
57.089	-39.124
51.355	-39.111
54.258	-39.098
46.445	-39.085
44.397	-39.073
46.452	-39.06
46.25	-39.047
49.787	-39.034
55.184	-39.021
53.88	-39.009
67.404	-38.996
56.924	-38.983
57.692	-38.97
62.693	-38.957
57.172	-38.945
58.767	-38.932
49.046	-38.919
43.586	-38.906
44.217	-38.893
47.809	-38.881
43.915	-38.868
39.128	-38.855
52.317	-38.842
52.28	-38.829
49.546	-38.817
53.5	-38.804
48.023	-38.791
51.567	-38.778
56.098	-38.765
68.225	-38.753
65.872	-38.74
66.581	-38.727
77.712	-38.714
69.965	-38.701
71.228	-38.689
73.073	-38.676
62.628	-38.663
69.714	-38.65
66.487	-38.637
63.512	-38.625
53.515	-38.612
44.186	-38.599
25.741	-38.586
16.271	-38.573
30.024	-38.561
32.58	-38.548
44.167	-38.535
44.561	-38.522
46.879	-38.509
37.767	-38.497
34.564	-38.484
47.072	-38.471
53.249	-38.458
57.061	-38.445
61.041	-38.433
64.534	-38.42
67.524	-38.407
62.662	-38.394
57.019	-38.381
52.192	-38.369
42.609	-38.356
34.777	-38.343
19.545	-38.33
18.557	-38.317
16.229	-38.305
17.115	-38.292
16.844	-38.279
17.646	-38.266
16.525	-38.253
16.967	-38.241
15.353	-38.228
13.805	-38.215
8.7114	-38.202
13.172	-38.189
13.591	-38.177
14.338	-38.164
18.178	-38.151
24.897	-38.138
21.243	-38.125
24.866	-38.113
31.176	-38.1
30.288	-38.087
26.434	-38.074
24.431	-38.061
22.392	-38.049
35.642	-38.036
25.247	-38.023
28.225	-38.01
29.805	-37.997
17.27	-37.985
26.929	-37.972
26.502	-37.959
21.915	-37.946
25.185	-37.933
28.525	-37.921
29.125	-37.908
34.692	-37.895
36.66	-37.882
36.263	-37.869
42.044	-37.857
47.611	-37.844
42.598	-37.831
32.977	-37.818
44.615	-37.805
34.729	-37.793
47.498	-37.78
47.242	-37.767
46.986	-37.754
46.73	-37.741
49.971	-37.729
47.157	-37.716
50.143	-37.703
53.129	-37.69
52.138	-37.678
58.726	-37.665
47.722	-37.652
44.395	-37.639
41.684	-37.626
44.692	-37.614
35.905	-37.601
48.027	-37.588
27.133	-37.575
23.677	-37.562
29.024	-37.55
35.039	-37.537
37.994	-37.524
34.985	-37.511
33.708	-37.498
28.187	-37.486
18.814	-37.473
14.51	-37.46
18.548	-37.447
11.044	-37.434
17.699	-37.422
23.994	-37.409
26.98	-37.396
28.783	-37.383
26.463	-37.37
25.247	-37.358
24.062	-37.345
21.365	-37.332
17.797	-37.319
16.77	-37.306
13.038	-37.294
10.106	-37.281
7.4412	-37.268
6.083	-37.255
5.0001	-37.242
3.7044	-37.23
0.70516	-37.217
0.98956	-37.204
1.274	-37.191
2.9859	-37.178
4.0583	-37.166
9.1334	-37.153
14.219	-37.14
25.198	-37.127
27.989	-37.114
31.38	-37.102
29.197	-37.089
26.226	-37.076
22.775	-37.063
17.656	-37.05
16.689	-37.038
15.852	-37.025
11.539	-37.012
8.8514	-36.999
8.4499	-36.986
6.8501	-36.974
5.3423	-36.961
2.9691	-36.948
3.8852	-36.935
5.4968	-36.922
8.0859	-36.91
13.93	-36.897
14.107	-36.884
14.283	-36.871
13.663	-36.858
14.558	-36.846
18.526	-36.833
21.039	-36.82
23.142	-36.807
18.885	-36.794
20.229	-36.782
23.322	-36.769
26.669	-36.756
29.613	-36.743
35.5	-36.73
40.497	-36.718
38.467	-36.705
35.968	-36.692
33.185	-36.679
30.401	-36.666
25.963	-36.654
19.849	-36.641
19.317	-36.628
17.461	-36.615
16.662	-36.602
17.074	-36.59
