"time","SP_1","SP_2","SP_3"
57,0.998215843264775,0.997782979358818,0.998655319964193
58,1.009627754055,1.00996023521124,1.00930597456242
59,0.998909220465195,0.998322633625964,0.999603679404926
60,0.99682517797963,0.99723123058463,0.996401683540047
61,0.99403241373257,0.99390695913408,0.994080197370352
62,0.993226184210385,0.993543604088191,0.992871294596007
63,0.995837460602949,0.995912083637589,0.995649305639794
64,1.00875522882211,1.00887663961163,1.00862189250028
65,0.983821563370484,0.983395997512143,0.984374170326131
66,1.01703284117027,1.01794254420876,1.01585343553031
67,0.986628853505111,0.985376958871243,0.988197063346297
68,1.03393133717229,1.03520468244483,1.0324189641249
69,0.992328517310021,0.990195453419672,0.994979296758447
70,1.00695136385463,1.00857199921995,1.00514624073429
71,1.01721834031927,1.01595662272335,1.01852441273741
72,0.988809153184642,0.988926487259528,0.989044383912776
73,0.998700455308201,0.999079486677437,0.997952551195509
74,0.995916392867191,0.995729793542564,0.996243807537271
75,1.00408658532606,1.00436732724625,1.00368735201529
76,0.995405342654934,0.995063868340621,0.995845719988269
77,0.992760456449716,0.993162849924157,0.992267375606218
78,0.995897962305072,0.995935910988987,0.99575905020337
79,0.986093226467729,0.986234438450969,0.985941009746799
80,1.01995609243914,1.02043510988967,1.01925563261286
81,0.988336595249074,0.987234043024479,0.989817365874975
82,0.998834508459349,1.00000603722083,0.997387360826122
83,0.992323582554214,0.991619576445686,0.993046127461929
84,0.997683889599461,0.998442940589416,0.996865040038228
85,0.999687185544586,0.999298749804545,0.999998851213446
86,0.991842462258967,0.992105057645943,0.991654381663547
87,1.00668174813292,1.00684795994442,1.00632509358732
88,0.995088737553002,0.994712861580189,0.995654714773843
89,1.01627884457539,1.01671175842427,1.01570706371712
90,0.980712856679375,0.979775850728286,0.981934541794133
91,1.01688240487511,1.01825527555635,1.01515390786211
92,0.99725263516296,0.995693330100307,0.999132557725344
93,1.00903742654485,1.01013360285488,1.00787636692276
94,1.01626625442177,1.01521582917297,1.0173838104448
95,0.998668057465532,0.998689840335377,0.99895615531986
96,1.0112995085393,1.01133987733695,1.01107066080503
97,1.00986257036459,1.00938113630987,1.0106144689742
98,0.992704301336472,0.99261958096328,0.992835338749784
99,0.99974615482943,1.00009893413436,0.99926360504351
100,1.00563478942979,1.00541902339501,1.00588297516837
101,0.985827557779642,0.985741625486247,0.986002454470479
102,1.01531391169901,1.01595056034765,1.01441843537546
103,1.01024612296401,1.00922196761247,1.01158428709166
104,0.985532223083961,0.98579639420878,0.985344289180958
105,1.00960905188256,1.01003517150731,1.00889080241046
106,0.995442287257257,0.994773347810222,0.996381213290476
107,1.00614855179021,1.00676707043627,1.00537632955675
108,0.98766084764636,0.986999477144559,0.988444371719824
109,1.01798144358435,1.01890975927755,1.01686057263932
110,0.990638192895847,0.9892965335107,0.99227599697655
111,1.01452336946864,1.01576756138168,1.01310355842663
112,0.99722504147584,0.99581766003961,0.998834496397161
113,1.01728600721478,1.01829914462137,1.01625638695923
114,0.997471423109245,0.996103725021217,0.99901695049812
115,1.00182203877109,1.00282317112914,1.00081463887363
116,0.991131005129033,0.990387613850191,0.991808185318858
117,0.984608521391787,0.985476477106777,0.983713544718827
118,1.01760435202624,1.01768367674726,1.01721224298627
119,0.999103962737613,0.998336989707072,1.00031131195932
120,1.00840732928504,1.00894541135738,1.00768482768356
121,0.97916251795636,0.978451324853075,0.980059741618497
122,1.00242224022173,1.00376088315903,1.00072271829894
123,0.980304125605798,0.97928856513114,0.981436938661155
124,1.01373545939408,1.015217993325,1.01197975198356
125,0.981906342926627,0.980333206182368,0.98370804355895
126,1.03455414071247,1.03630219436343,1.03255562161533
127,0.977999920128299,0.975410704830362,0.981101353757177
128,1.01447763413112,1.01708993911207,1.01148993740075
129,0.996953582778049,0.994608016976484,0.999483066911488
130,1.01153405466068,1.01320334296663,1.00994147929313
131,0.97854576405296,0.976919168446244,0.980142920644915
132,1.03757571218254,1.03950491674832,1.03548577024747
133,0.977565450751941,0.974721532186635,0.980899373838553
134,1.01553196632571,1.01834272509984,1.01237413648767
135,0.996055952266395,0.993517772924977,0.998760473610882
136,1.00249649810748,1.00436528929574,1.00071719110417
137,1.00980202776344,1.00845428365704,1.01095263925025
138,0.997806710395936,0.99831576055785,0.997695186928301
139,1.00035418214246,1.00010057030783,1.00029318428905
140,0.997776491948554,0.997934253585741,0.997832195838876
141,1.00933577925355,1.00932252932471,1.00917668715509
142,0.983819539781596,0.983443670135567,0.984445492930008
143,1.01355963814332,1.01448950751242,1.01226953656101
144,0.997369422967538,0.996176919816168,0.99889330818284
145,0.99132239816568,0.992255220098946,0.990269232489279
